formatted_work_date,cts_urn,author,title
-0346-01/-0334-12,tlg0086.tlg012,Aristotle,De Generatione Animalium
-0346-01/-0334-12,tlg0086.tlg014,Aristotle,Historia animalium
-0346-01/-0334-12,tlg0086.tlg015,Aristotle,De animalium incessu
-0346-01/-0334-12,tlg0086.tlg016,Aristotle,De insomniis
-0346-01/-0334-12,tlg0086.tlg018,Aristotle,"De iuventute et senectute, De vita et morte"
-0346-01/-0334-12,tlg0086.tlg021,Aristotle,De animalium motione
-0346-01/-0334-12,tlg0086.tlg030,Aristotle,De partibus animalium
-0346-01/-0334-12,tlg0086.tlg039,Aristotle,De plantis
-0346-01/-0334-12,tlg0086.tlg041,Aristotle,De sensu et sensibilibus
-0346-01/-0334-12,tlg0086.tlg042,Aristotle,De somno et vigilia
-0346-01/-0345-12,tlg0014.tlg021,Demosthenes,Against Meidias
-0346-01/-0346-12,tlg0014.tlg037,Demosthenes,Against Pantaenetus
-0346-01/-0346-12,tlg0014.tlg040,Demosthenes,Against Boeotus II
-0345-01/-0344-12,tlg0014.tlg057,Demosthenes,Against Eubulides
-0345-01/-0344-12,tlg0026.tlg001,Aeschines,Against Timarchus
-0345-01/-0345-12,tlg0010.tlg020,Isocrates,To Philip
-0345-01/-0345-12,tlg0014.tlg005,Demosthenes,On the Peace
-0345-01/-0345-12,tlg0014.tlg038,Demosthenes,Against Nausimachus and Xenopeithes
-0344-01/-0339-12,tlg0014.tlg043,Demosthenes,Against Macartatus
-0344-01/-0344-12,tlg0010.tlg026,Isocrates,To Timotheus
-0343-01/-0342-12,tlg0017.tlg012,Isaeus,On Behalf of Euphiletus
-0342-01/-0337-12,tlg0014.tlg058,Demosthenes,Against Theocrines
-0342-01/-0339-12,tlg0014.tlg059,Demosthenes,Theomnestus and Apollodorus Against Neaera
-0342-01/-0341-12,tlg0014.tlg006,Demosthenes,Second Philippic_Philippic 2
-0342-01/-0341-12,tlg0014.tlg007,Demosthenes,On Halonnesus
-0342-01/-0341-12,tlg0014.tlg019,Demosthenes,On the False Embassy_De Falsa Legatione
-0342-01/-0342-12,tlg0026.tlg002,Aeschines,On the Embassy
-0341-01/-0338-12,tlg0010.tlg021,Isocrates,Panathenaicus
-0341-01/-0341-12,tlg0010.tlg027,Isocrates,"To Philip, I"
-0341-01/-0341-12,tlg0010.tlg028,Isocrates,To Alexander
-0341-01/-0341-12,tlg0014.tlg048,Demosthenes,Against Olympiodorus
-0340-01/-0340-12,tlg0014.tlg008,Demosthenes,On the Chersonese
-0340-01/-0340-12,tlg0014.tlg009,Demosthenes,Third Philippic_Philippic 3
-0340-01/-0340-12,tlg0014.tlg010,Demosthenes,Fourth Philippic_Philippic 4
-0340-01/-0340-12,tlg0014.tlg033,Demosthenes,Against Apaturius
-0339-01/-0339-12,tlg0010.tlg029,Isocrates,To Antipater
-0339-01/-0339-12,tlg0014.tlg011,Demosthenes,Answer to Philip’s Letter
-0339-01/-0339-12,tlg0014.tlg012,Demosthenes,Philip’s Letter
-0339-01/-0339-12,tlg0086.tlg026,Aristotle,Meteorologica
-0337-01/-0335-12,tlg0030.tlg002,Hyperides,Against Philippides
-0337-01/-0336-12,tlg0065.tlg001,Scylax of Caryanda,Periplus Scylacis
-0337-01/-0337-12,tlg0010.tlg030,Isocrates,"To Philip, II"
-0337-01/-0337-12,tlg0014.tlg060,Demosthenes,The Funeral Speech
-0334-01/-0299-12,tlg1210.tlg001,Autolycus,De Sphaera Quae Movetur
-0334-01/-0299-12,tlg1210.tlg002,Autolycus,De Ortibus et Occasibus
-0334-01/-0322-12,tlg0086.tlg002,Aristotle,De anima
-0334-01/-0322-12,tlg0086.tlg052,Aristotle,De anima (codicis E fragmenta recensionis a vulgata diversae)
-0334-01/-0334-12,tlg0086.tlg034,Aristotle,Poetics
-0332-01/-0332-12,tlg0030.tlg001,Hyperides,In Defence of Lycophron
-0330-01/-0330-12,tlg0014.tlg017,Demosthenes,On the Treaty with Alexander
-0330-01/-0330-12,tlg0034.tlg001,Lycurgus,Against Leocrates
-0329-01/-0323-12,tlg0030.tlg003,Hyperides,Against Athenogenes
-0329-01/-0323-12,tlg0030.tlg004,Hyperides,In Defence of Euxenippus
-0329-01/-0329-12,tlg0014.tlg018,Demosthenes,On the Crown_De Corona
-0329-01/-0329-12,tlg0014.tlg042,Demosthenes,Against Phaenippus
