formatted_work_date,cts_urn,author,title
+0101-01/+0200-12,tlg0083.tlg003,Dionysius of Byzantium,De Bospori Navigatione
+0101-01/+0200-12,tlg0087.tlg001,Aelius Herodianus,De prosodia catholica
+0101-01/+0200-12,tlg0087.tlg002,Aelius Herodianus,De enclisi_On Enclitics
+0101-01/+0200-12,tlg0087.tlg005,Aelius Herodianus,Περὶ πνευμάτων
+0101-01/+0200-12,tlg0087.tlg006,Aelius Herodianus,Περὶ Ἀττικῆς προσῳδίας
+0101-01/+0200-12,tlg0087.tlg007,Aelius Herodianus,Περὶ Ἰλιακῆς προσῳδίας
+0101-01/+0200-12,tlg0087.tlg008,Aelius Herodianus,Περὶ Ὀδυσσειακῆς προσῳδίας
+0101-01/+0200-12,tlg0087.tlg009,Aelius Herodianus,Περὶ παθῶν
+0101-01/+0200-12,tlg0087.tlg009a,Aelius Herodianus,Ἐκ τῶν Ἡρωδιανοῦ ὑπομνημάτων τῶν περὶ παθῶν Διδύμου
+0101-01/+0200-12,tlg0087.tlg010,Aelius Herodianus,Περὶ συντάξεως τῶν στοιχείων
+0101-01/+0200-12,tlg0087.tlg011,Aelius Herodianus,Περὶ ὀρθογραφίας
+0101-01/+0200-12,tlg0087.tlg012,Aelius Herodianus,Περὶ ὀνομάτων
+0101-01/+0200-12,tlg0087.tlg013,Aelius Herodianus,Περὶ κλίσεως ὀνομάτων
+0101-01/+0200-12,tlg0087.tlg014,Aelius Herodianus,Εἰς τὸ περὶ γενῶν Ἀπολλωνίου ὑπόμνημα
+0101-01/+0200-12,tlg0087.tlg015,Aelius Herodianus,Μονόβιβλον περὶ τοῦ ὕδωρ
+0101-01/+0200-12,tlg0087.tlg016,Aelius Herodianus,Περὶ τοῦ ζώς
+0101-01/+0200-12,tlg0087.tlg017,Aelius Herodianus,Περὶ συζυγιῶν
+0101-01/+0200-12,tlg0087.tlg018,Aelius Herodianus,Μονόβιβλον περὶ τοῦ μὴ πάντα τὰ ῥήματα κλίνεσθαι εἰς πάντας τοὺς χρόνους
+0101-01/+0200-12,tlg0087.tlg019,Aelius Herodianus,Περὶ μετοχῶν
+0101-01/+0200-12,tlg0087.tlg020,Aelius Herodianus,Μονόβιβλον περὶ τοῦ ἦν
+0101-01/+0200-12,tlg0087.tlg021,Aelius Herodianus,Περὶ ῥημάτων
+0101-01/+0200-12,tlg0087.tlg022,Aelius Herodianus,Περὶ τῶν εἰς μι
+0101-01/+0200-12,tlg0087.tlg023,Aelius Herodianus,Περὶ ἀντωνυμιῶν
+0101-01/+0200-12,tlg0087.tlg024,Aelius Herodianus,Περὶ ἐπιρρημάτων
+0101-01/+0200-12,tlg0087.tlg025,Aelius Herodianus,De figuris_Περὶ σχημάτων
+0101-01/+0200-12,tlg0087.tlg026,Aelius Herodianus,Περὶ παρωνύμων
+0101-01/+0200-12,tlg0087.tlg027,Aelius Herodianus,Περὶ ῥηματικῶν ὀνομάτων
+0101-01/+0200-12,tlg0087.tlg028,Aelius Herodianus,Περὶ μονοσυλλάβων
+0101-01/+0200-12,tlg0087.tlg029,Aelius Herodianus,Περὶ γάμου καὶ συμβιώσεως
+0101-01/+0200-12,tlg0087.tlg030,Aelius Herodianus,Συμπόσιον
+0101-01/+0200-12,tlg0087.tlg031,Aelius Herodianus,Προτάσεις
+0101-01/+0200-12,tlg0087.tlg032,Aelius Herodianus,Εἰς τὴν Ἀπολλωνίου εἰσαγωγήν
+0101-01/+0200-12,tlg0087.tlg033,Aelius Herodianus,Περὶ μονήρους λέξεως
+0101-01/+0200-12,tlg0097.tlg001,Diogenianus of Heraclea,Paroemiae (epitome operis sub nomine Diogeniani) (e cod. Mazarinco)
+0101-01/+0200-12,tlg0317.tlg001,Acta Joannis,Acta Joannis
+0101-01/+0200-12,tlg0317.tlg002,Acta Joannis,Acta Joannis (recensio)
+0101-01/+0200-12,tlg0616.tlg002,Polyaenus Macedo,Excerpta Polyaeni
+0101-01/+0200-12,tlg0649.tlg002,Lesbonax (Rhetorician),Protrepticus A
+0101-01/+0200-12,tlg0649.tlg003,Lesbonax (Rhetorician),Protrepticus B
+0101-01/+0200-12,tlg0693.tlg001,Albinus,Epitome doctrinae Platonicae sive Διδασκαλικός_Handbook of Platonism
+0101-01/+0200-12,tlg0693.tlg002,Albinus,Introductio in Platonem_Introduction to Plato's Dialogues
+0101-01/+0200-12,tlg1188.tlg002,Aristocles of Messene,Fragmenta
+0101-01/+0200-12,tlg1402.tlg001,Hephaestion,Enchridion de Metris
+0101-01/+0200-12,tlg1402.tlg002,Hephaestion,Introductio metrica_Introduction to Meter
+0101-01/+0200-12,tlg1402.tlg003,Hephaestion,De poematis_On Poems
+0101-01/+0200-12,tlg1402.tlg004,Hephaestion,De Signis
+0101-01/+0200-12,tlg1402.tlg005,Hephaestion,Fragmenta_Fragments
+0101-01/+0200-12,tlg2655.tlg002,Damigeron,De lapidibus
+0101-01/+0200-12,tlg2970.tlg001,Severus Philosophus,Περὶ ψυχῆς (fragmentum)
+0101-01/+0200-12,tlg3118.tlg001,Syntipas,Ιστορικον Συντιπα του Φιλοσοφου Ωραιοτατον Πανυ_Syntipas (translatio Michael Andreopuli)
+0101-01/+0200-12,tlg3118.tlg002,Syntipas,Narrationes de Syntipa
+0101-01/+0300-12,tlg0733.tlg001,Cassius Iatrosophista,Quaestiones medicae et problemata physica
+0101-01/+0300-12,tlg1286.tlg014,Hermetica,Ἀσκληπιῷ εὖ φρονεῖν
+0101-01/+0300-12,tlg1286.tlg016,Hermetica,Ὅροι Ἀσκληπιοῦ πρὸς Ἄμμωνα βασιλέα
+0101-01/+0300-12,tlg1286.tlg017,Hermetica,Dialogus (sine titulo)
+0101-01/+0300-12,tlg1286.tlg018,Hermetica,Περὶ τῆς ὑπὸ τοῦ πάθους τοῦ σώματος ἐμποδιζομένης ψυχῆς
+0101-01/+0300-12,tlg1286.tlg020,Hermetica,Fragmenta
+0101-01/+0300-12,tlg2949.tlg001,Acta Barnabae,Acta Barnabae
+0101-01/+0500-12,tlg3156.tlg001,Anonymi Exegesis in Hesiodi Theogoniam,Exegesis in Hesiodi theogoniam
+0104-01/+0114-12,tlg0007.tlg032,Plutarch,Lysander
+0104-01/+0114-12,tlg0007.tlg033,Plutarch,Sulla
+0104-01/+0114-12,tlg0007.tlg034,Plutarch,Comparison of Lysander and Sulla
+0105-01/+0120-12,tlg0007.tlg084a,Plutarch,Quaestiones Romanae
+0107-01/+0120-12,tlg0007.tlg096,Plutarch,De Tranquillitate Animi
+0107-01/+0120-12,tlg0007.tlg127,Plutarch,De primo frigido
+0108-01/+0108-12,tlg0557.tlg001,Epictetus,Discourses
+0113-01/+0113-12,tlg1443.tlg001,Ignatius of Antioch,Epistulae vii genuinae
+0113-01/+0113-12,tlg1443.tlg002,Ignatius of Antioch,Epistulae interpolatae et epistulae suppositiciae (recensio longior) [Sp.]
+0113-01/+0193-12,tlg0666.tlg001,Adrianus of Tyre,Declamatio
+0115-01/+0115-12,tlg0007.tlg083,Plutarch,Mulierum virtutes
+0115-01/+0115-12,tlg0007.tlg089,Plutarch,De Iside et Osiride
+0115-01/+0190-12,tlg0062.tlg003,Lucian of Samosata,Bacchus
+0115-01/+0190-12,tlg0062.tlg004,Lucian of Samosata,Hercules
+0115-01/+0190-12,tlg0062.tlg005,Lucian of Samosata,Electrum
+0115-01/+0190-12,tlg0062.tlg011,Lucian of Samosata,Macrobii
+0115-01/+0190-12,tlg0062.tlg013,Lucian of Samosata,Calumniae non temere credundum
+0115-01/+0190-12,tlg0062.tlg014,Lucian of Samosata,Judicium vocalium
+0115-01/+0190-12,tlg0062.tlg015,Lucian of Samosata,Symposium
+0115-01/+0190-12,tlg0062.tlg026,Lucian of Samosata,Bis accusatus sive tribunalia
+0115-01/+0190-12,tlg0062.tlg027,Lucian of Samosata,De Sacrificiis
+0115-01/+0190-12,tlg0062.tlg028,Lucian of Samosata,Adversus indoctum et libros multos ementem
+0115-01/+0190-12,tlg0062.tlg029,Lucian of Samosata,Somnium sive vita Luciani
+0115-01/+0190-12,tlg0062.tlg030,Lucian of Samosata,De parasito sive artem esse parasiticam
+0115-01/+0190-12,tlg0062.tlg032,Lucian of Samosata,Dearum judicium
+0115-01/+0190-12,tlg0062.tlg033,Lucian of Samosata,De mercede
+0115-01/+0190-12,tlg0062.tlg034,Lucian of Samosata,Anacharsis
+0115-01/+0190-12,tlg0062.tlg036,Lucian of Samosata,De luctu
+0115-01/+0190-12,tlg0062.tlg037,Lucian of Samosata,Rhetorum praeceptor
+0115-01/+0190-12,tlg0062.tlg041,Lucian of Samosata,De Syria dea
+0115-01/+0190-12,tlg0062.tlg044,Lucian of Samosata,Toxaris vel amicitia
+0115-01/+0190-12,tlg0062.tlg046,Lucian of Samosata,Lexiphanes
+0115-01/+0190-12,tlg0062.tlg048,Lucian of Samosata,De astrologia
+0115-01/+0190-12,tlg0062.tlg049,Lucian of Samosata,Pseudologista
+0115-01/+0190-12,tlg0062.tlg050,Lucian of Samosata,Deorum concilium
+0115-01/+0190-12,tlg0062.tlg052,Lucian of Samosata,Abdicatus
+0115-01/+0190-12,tlg0062.tlg055,Lucian of Samosata,Saturnalia
+0115-01/+0190-12,tlg0062.tlg056,Lucian of Samosata,Herodotus
+0115-01/+0190-12,tlg0062.tlg057,Lucian of Samosata,Zeuxis
+0115-01/+0190-12,tlg0062.tlg058,Lucian of Samosata,Pro lapsu inter salutandum
+0115-01/+0190-12,tlg0062.tlg059,Lucian of Samosata,Apologia
+0115-01/+0190-12,tlg0062.tlg060,Lucian of Samosata,Harmonides
+0115-01/+0190-12,tlg0062.tlg061,Lucian of Samosata,Hesiod
+0115-01/+0190-12,tlg0062.tlg062,Lucian of Samosata,Scytha
+0115-01/+0190-12,tlg0062.tlg063,Lucian of Samosata,Hermotimus
+0115-01/+0190-12,tlg0062.tlg067,Lucian of Samosata,Dialogi Marini
+0115-01/+0190-12,tlg0062.tlg070,Lucian of Samosata,Soleocista
+0115-01/+0190-12,tlg0062.tlg071,Lucian of Samosata,Podagra
+0117-01/+0138-12,tlg0098.tlg001,Zenobius Sophista,Epitome collectionum Lucilli Tarrhaei et Didymi
+0117-01/+0187-12,tlg0284.tlg001,"Aristides, Aelius",Orationes 1
+0117-01/+0187-12,tlg0284.tlg002,"Aristides, Aelius",Orationes 2
+0117-01/+0187-12,tlg0284.tlg003,"Aristides, Aelius",Orationes 3
+0117-01/+0187-12,tlg0284.tlg004,"Aristides, Aelius",Orationes 4
+0117-01/+0187-12,tlg0284.tlg005,"Aristides, Aelius",Orationes 5
+0117-01/+0187-12,tlg0284.tlg006,"Aristides, Aelius",Orationes 6
+0117-01/+0187-12,tlg0284.tlg007,"Aristides, Aelius",Orationes 7
+0117-01/+0187-12,tlg0284.tlg008,"Aristides, Aelius",Orationes 8
+0117-01/+0187-12,tlg0284.tlg009,"Aristides, Aelius",Orationes 9
+0117-01/+0187-12,tlg0284.tlg010,"Aristides, Aelius",Orationes 10
+0117-01/+0187-12,tlg0284.tlg011,"Aristides, Aelius",Orationes 11
+0117-01/+0187-12,tlg0284.tlg012,"Aristides, Aelius",Orationes 12
+0117-01/+0187-12,tlg0284.tlg013,"Aristides, Aelius",Orationes 13
+0117-01/+0187-12,tlg0284.tlg014,"Aristides, Aelius",Orationes 14
+0117-01/+0187-12,tlg0284.tlg015,"Aristides, Aelius",Orationes 15
+0117-01/+0187-12,tlg0284.tlg016,"Aristides, Aelius",Orationes 16
+0117-01/+0187-12,tlg0284.tlg017,"Aristides, Aelius",Orationes 17
+0117-01/+0187-12,tlg0284.tlg018,"Aristides, Aelius",Orationes 18
+0117-01/+0187-12,tlg0284.tlg019,"Aristides, Aelius",Orationes 19
+0117-01/+0187-12,tlg0284.tlg020,"Aristides, Aelius",Orationes 20
+0117-01/+0187-12,tlg0284.tlg021,"Aristides, Aelius",Orationes 21
+0117-01/+0187-12,tlg0284.tlg022,"Aristides, Aelius",Orationes 22
+0117-01/+0187-12,tlg0284.tlg023,"Aristides, Aelius",Orationes 23
+0117-01/+0187-12,tlg0284.tlg024,"Aristides, Aelius",Orationes 24
+0117-01/+0187-12,tlg0284.tlg025,"Aristides, Aelius",Orationes 25
+0117-01/+0187-12,tlg0284.tlg026,"Aristides, Aelius",Orationes 26
+0117-01/+0187-12,tlg0284.tlg027,"Aristides, Aelius",Orationes 27
+0117-01/+0187-12,tlg0284.tlg028,"Aristides, Aelius",Orationes 28
+0117-01/+0187-12,tlg0284.tlg029,"Aristides, Aelius",Orationes 29
+0117-01/+0187-12,tlg0284.tlg030,"Aristides, Aelius",Orationes 30
+0117-01/+0187-12,tlg0284.tlg031,"Aristides, Aelius",Orationes 31
+0117-01/+0187-12,tlg0284.tlg032,"Aristides, Aelius",Orationes 32
+0117-01/+0187-12,tlg0284.tlg033,"Aristides, Aelius",Orationes 33
+0117-01/+0187-12,tlg0284.tlg034,"Aristides, Aelius",Orationes 34
+0117-01/+0187-12,tlg0284.tlg035,"Aristides, Aelius",Orationes 35
+0117-01/+0187-12,tlg0284.tlg036,"Aristides, Aelius",Orationes 36
+0117-01/+0187-12,tlg0284.tlg037,"Aristides, Aelius",Orationes 37
+0117-01/+0187-12,tlg0284.tlg038,"Aristides, Aelius",Orationes 38
+0117-01/+0187-12,tlg0284.tlg039,"Aristides, Aelius",Orationes 39
+0117-01/+0187-12,tlg0284.tlg040,"Aristides, Aelius",Orationes 40
+0117-01/+0187-12,tlg0284.tlg041,"Aristides, Aelius",Orationes 41
+0117-01/+0187-12,tlg0284.tlg042,"Aristides, Aelius",Orationes 42
+0117-01/+0187-12,tlg0284.tlg043,"Aristides, Aelius",Orationes 43
+0117-01/+0187-12,tlg0284.tlg044,"Aristides, Aelius",Orationes 44
+0117-01/+0187-12,tlg0284.tlg045,"Aristides, Aelius",Orationes 45
+0117-01/+0187-12,tlg0284.tlg046,"Aristides, Aelius",Orationes 46
+0117-01/+0187-12,tlg0284.tlg047,"Aristides, Aelius",Orationes 47
+0117-01/+0187-12,tlg0284.tlg048,"Aristides, Aelius",Orationes 48
+0117-01/+0187-12,tlg0284.tlg049,"Aristides, Aelius",Orationes 49
+0117-01/+0187-12,tlg0284.tlg050,"Aristides, Aelius",Orationes 50
+0117-01/+0187-12,tlg0284.tlg051,"Aristides, Aelius",Orationes 51
+0117-01/+0187-12,tlg0284.tlg052,"Aristides, Aelius",Orationes 52
+0117-01/+0187-12,tlg0284.tlg053,"Aristides, Aelius",Orationes 53
+0117-01/+0187-12,tlg0284.tlg054,"Aristides, Aelius",Orationes 54
+0117-01/+0187-12,tlg0284.tlg055,"Aristides, Aelius",Orationes 55
+0117-01/+0187-12,tlg0284.tlg056,"Aristides, Aelius",Ars Rhetorica
+0117-01/+0138-12,tlg1416.tlg007,Philo of Byblos,De diversis verborum significationibus (= Περὶ διαφόρους σημασίας κατ’ ἀλφάβητον) (epitome operis Herennii Philonis)
+0120-01/+0130-12,tlg0074.tlg001,Arrian,Ἀλεξάνδρου Ἀνάβασις
+0120-01/+0120-12,tlg1548.tlg001,Oenomaus of Gadara,Fragmenta
+0125-01/+0125-12,tlg0557.tlg002,Epictetus,The Handbook_Encheiridion_Ἐγχειρίδιον
+0127-01/+0132-12,tlg1724.tlg001,Theon Smyrnaeus,De utilitate mathematicae
+0129-01/+0216-12,tlg0057.tlg001,Galen,Adhortatio ad artes addiscendas
+0129-01/+0216-12,tlg0057.tlg002,Galen,De optima doctrina
+0129-01/+0216-12,tlg0057.tlg003,Galen,Quod optimus medicus sit quoque philosophus
+0129-01/+0216-12,tlg0057.tlg004,Galen,De sectis ad eos qui introducuntur
+0129-01/+0216-12,tlg0057.tlg006,Galen,De constitutione artis medicae ad Patrophilum
+0129-01/+0216-12,tlg0057.tlg011,Galen,De anatomicis administrationibus
+0129-01/+0216-12,tlg0057.tlg013,Galen,De venarum arteriarumque dissectione
+0129-01/+0216-12,tlg0057.tlg014,Galen,De nervorum dissectione
+0129-01/+0216-12,tlg0057.tlg015,Galen,De instrumento odoratus
+0129-01/+0216-12,tlg0057.tlg016,Galen,De uteri dissectione
+0129-01/+0216-12,tlg0057.tlg018,Galen,De motu musculorum
+0129-01/+0216-12,tlg0057.tlg019,Galen,De Victu Attenuante_De victu attenuante
+0129-01/+0216-12,tlg0057.tlg022,Galen,De foetuum formatione
+0129-01/+0216-12,tlg0057.tlg023,Galen,An in arteriis sanguis contineatur
+0129-01/+0216-12,tlg0057.tlg027,Galen,Quod animi mores corporis temperamenta sequantur
+0129-01/+0216-12,tlg0057.tlg028,Galen,De propriorum animi cuiuslibet affectuum dignotione et curatione
+0129-01/+0216-12,tlg0057.tlg029,Galen,De animi cuiuslibet peccatorum dignotione et curatione
+0129-01/+0216-12,tlg0057.tlg030,Galen,De atra bile
+0129-01/+0216-12,tlg0057.tlg034,Galen,De parvae pilae exercitio
+0129-01/+0216-12,tlg0057.tlg035,Galen,De venereis
+0129-01/+0216-12,tlg0057.tlg038,Galen,De rebus boni malique suci
+0129-01/+0216-12,tlg0057.tlg039,Galen,De ptisana
+0129-01/+0216-12,tlg0057.tlg040,Galen,De dignotione ex insomniis
+0129-01/+0216-12,tlg0057.tlg041,Galen,De morborum differentiis
+0129-01/+0216-12,tlg0057.tlg042,Galen,De causis morborum
+0129-01/+0216-12,tlg0057.tlg043,Galen,De symptomatum differentiis
+0129-01/+0216-12,tlg0057.tlg044,Galen,De symptomatum causis
+0129-01/+0216-12,tlg0057.tlg045,Galen,De differentiis febrium
+0129-01/+0216-12,tlg0057.tlg046,Galen,De morborum temporibus
+0129-01/+0216-12,tlg0057.tlg047,Galen,De totius morbi temporibus
+0129-01/+0216-12,tlg0057.tlg048,Galen,De typis
+0129-01/+0216-12,tlg0057.tlg049,Galen,Adversus eos qui de typis scripserunt vel de circuitibus
+0129-01/+0216-12,tlg0057.tlg051,Galen,"De tremore, palpitatione, convulsione et rigore"
+0129-01/+0216-12,tlg0057.tlg052,Galen,De comate secundum Hippocratem
+0129-01/+0216-12,tlg0057.tlg054,Galen,De tumoribus praeter naturam
+0129-01/+0216-12,tlg0057.tlg055,Galen,De inaequali intemperie
+0129-01/+0216-12,tlg0057.tlg057,Galen,De locis affectis
+0129-01/+0216-12,tlg0057.tlg065,Galen,De diebus decretoriis
+0129-01/+0216-12,tlg0057.tlg068,Galen,De venae sectione adversus Erasistratum
+0129-01/+0216-12,tlg0057.tlg070,Galen,De curandi ratione per venae sectionem
+0129-01/+0216-12,tlg0057.tlg071,Galen,"De hirudinibus, revulsione, cucurbitula, incisione et scarificatione"
+0129-01/+0216-12,tlg0057.tlg072,Galen,De purgantium medicamentorum facultate
+0129-01/+0216-12,tlg0057.tlg073,Galen,Quos quibus catharticis medicamentis et quando purgare oporteat
+0129-01/+0216-12,tlg0057.tlg074,Galen,Pro puero epileptico consilium
+0129-01/+0216-12,tlg0057.tlg075,Galen,De simplicium medicamentorum temperamentis ac facultatibus I-VI
+0129-01/+0216-12,tlg0057.tlg077,Galen,De compositione medicamentorum per genera
+0129-01/+0216-12,tlg0057.tlg078,Galen,De antidotis
+0129-01/+0216-12,tlg0057.tlg081,Galen,Institutio logica
+0129-01/+0216-12,tlg0057.tlg082,Galen,De sophismatis seu captionibus penes dictionem
+0129-01/+0216-12,tlg0057.tlg083,Galen,De praenotione ad Epigenem
+0129-01/+0216-12,tlg0057.tlg084,Galen,De substantia facultatum naturalium fragmentum
+0129-01/+0216-12,tlg0057.tlg086,Galen,In Hippocratis vel Polybi Opus de Salubri Victus Ratione Privatorum Commentarius
+0129-01/+0216-12,tlg0057.tlg087,Galen,In Hippocratis De victu acutorum
+0129-01/+0216-12,tlg0057.tlg093,Galen,Adversus Lycum
+0129-01/+0216-12,tlg0057.tlg094,Galen,Adversus ea quae Juliano in Hippocratis Aphorismos enuntiata sunt
+0129-01/+0216-12,tlg0057.tlg096,Galen,De Humero iis Modis Prolapso quos Hippocrates non Vidit
+0129-01/+0216-12,tlg0057.tlg099,Galen,In Hippocratis Prognosticum
+0129-01/+0216-12,tlg0057.tlg101,Galen,In Hippocratis De officina medici
+0129-01/+0216-12,tlg0057.tlg102,Galen,De musculorum dissectione ad tirones
+0129-01/+0216-12,tlg0057.tlg103,Galen,De consuetudinibus
+0129-01/+0216-12,tlg0057.tlg107,Galen,De experientia medica
+0129-01/+0216-12,tlg0057.tlg114,Galen,De causis respirationis
+0130-01/+0130-12,tlg1216.tlg001,Barnabae epistula,Barnabae epistula
+0130-01/+0202-12,tlg1665.tlg001,Seniores Apud Irenaeum,Reliquiae plurium anonymorum
+0130-01/+0202-12,tlg1447.tlg009,"Irenaeus, Saint, Bishop of Lyon",Fragmenta Synodicae Epistulae.
+0131-01/+0132-12,tlg0074.tlg004,Arrian,Periplus Ponti Euxini
+0135-01/+0135-12,tlg0074.tlg006,Arrian,Acies Contra Alanos
+0136-01/+0137-12,tlg0074.tlg005,Arrian,Tactica
+0138-01/+0161-12,tlg1252.tlg002,Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi
+0140-01/+0149-12,tlg0062.tlg001,Lucian of Samosata,Phalaris
+0140-01/+0149-12,tlg0062.tlg006,Lucian of Samosata,Muscae Encomium
+0140-01/+0149-12,tlg0062.tlg009,Lucian of Samosata,De Domo
+0140-01/+0149-12,tlg0062.tlg051,Lucian of Samosata,Tyrannicida
+0140-01/+0149-12,tlg0062.tlg054,Lucian of Samosata,Dipsades
+0145-01/+0146-12,tlg0074.tlg002,Arrian,Indica
+0145-01/+0146-12,tlg0074.tlg003,Arrian,Cynegeticus
+0145-01/+0146-12,tlg0074.tlg008,Arrian,Epistula ad Lucium Gellium
+0145-01/+0146-12,tlg0075.tlg001,Pseudo-Arrianus,"Anonymi (Arriani, ut fertur) periplus ponti Euxini"
+0150-01/+0150-12,tlg0062.tlg007,Lucian of Samosata,Nigrinus
+0150-01/+0180-12,tlg0525.tlg001,Pausanias,Description of Greece
+0150-01/+0150-12,tlg0363.tlg001,Claudius Ptolemaeus,Syntaxis mathematica
+0150-01/+0160-12,tlg0645.tlg001,Justin Martyr,Apologia I
+0150-01/+0160-12,tlg0645.tlg002,Justin Martyr,Apologia secunda
+0151-01/+0200-12,tlg0542.tlg001,Julius Pollux,Onomasticon
+0151-01/+0200-12,tlg1542.tlg001,Numenius of Apamea,Fragmenta
+0152-01/+0162-12,tlg1764.tlg001,Vettius Valens,Anthologiarum libri
+0155-01/+0160-12,tlg0645.tlg003,Justin Martyr,Dialogue with Trypho
+0160-01/+0169-12,tlg0062.tlg010,Lucian of Samosata,Patriae encomium
+0161-01/+0180-12,tlg0592.tlg001,Hermogenes,Progymnasmata [Dub.]
+0161-01/+0180-12,tlg0592.tlg002,Hermogenes,Περὶ στάσεων
+0161-01/+0180-12,tlg0592.tlg003,Hermogenes,Περὶ εὑρέσεως [Sp.]
+0161-01/+0180-12,tlg0592.tlg004,Hermogenes,Περὶ ἰδεῶν λόγου
+0161-01/+0180-12,tlg0592.tlg005,Hermogenes,Περὶ μεθόδου δεινότητος [Sp.]
+0162-01/+0166-12,tlg0057.tlg012,Galen,De ossibus ad tirones
+0162-01/+0166-12,tlg0057.tlg017,Galen,De usu partium corporis humani I-XI
+0162-01/+0166-12,tlg0057.tlg031,Galen,De usu pulsuum
+0162-01/+0216-12,tlg0057.tlg069,Galen,De venae sectione adversus Erasistrateos Romae degentes
+0163-01/+0164-12,tlg0062.tlg002,Lucian of Samosata,Hippias
+0163-01/+0164-12,tlg0062.tlg020,Lucian of Samosata,Prometheus
+0163-01/+0164-12,tlg0062.tlg045,Lucian of Samosata,De saltatione
+0164-01/+0164-12,tlg0062.tlg039,Lucian of Samosata,Imagines
+0164-01/+0164-12,tlg0062.tlg040,Lucian of Samosata,Pro imaginibus
+0165-01/+0165-12,tlg0062.tlg042,Lucian of Samosata,De Morte Peregrini
+0165-01/+0165-12,tlg0062.tlg043,Lucian of Samosata,Fugitivi
+0165-01/+0179-12,tlg0062.tlg012,Lucian of Samosata,Verae historiae
+0165-01/+0179-12,tlg0062.tlg016,Lucian of Samosata,Cataplus
+0165-01/+0179-12,tlg0062.tlg017,Lucian of Samosata,Juppiter Confutatus
+0165-01/+0179-12,tlg0062.tlg018,Lucian of Samosata,Juppiter Tragoedus
+0165-01/+0179-12,tlg0062.tlg019,Lucian of Samosata,Gallus
+0165-01/+0179-12,tlg0062.tlg021,Lucian of Samosata,Icaromenippus
+0165-01/+0179-12,tlg0062.tlg022,Lucian of Samosata,Timon
+0165-01/+0179-12,tlg0062.tlg023,Lucian of Samosata,Contemplantes
+0165-01/+0179-12,tlg0062.tlg024,Lucian of Samosata,Vitarum auctio
+0165-01/+0179-12,tlg0062.tlg025,Lucian of Samosata,Piscator
+0165-01/+0179-12,tlg0062.tlg031,Lucian of Samosata,Philopseudes sive incredulus
+0165-01/+0179-12,tlg0062.tlg035,Lucian of Samosata,Necyomantia
+0165-01/+0179-12,tlg0062.tlg065,Lucian of Samosata,Navigium
+0165-01/+0179-12,tlg0062.tlg066,Lucian of Samosata,Dialogi mortuorum
+0165-01/+0179-12,tlg0062.tlg068,Lucian of Samosata,Dialogi deorum
+0165-01/+0179-12,tlg0062.tlg069,Lucian of Samosata,Dialogi meretricii
+0165-01/+0180-12,tlg1766.tlg001,Tatianus,Oratio ad Graecos
+0165-01/+0235-12,tlg0385.tlg001,Cassius Dio Cocceianus,Historia Romana
+0165-01/+0550-12,tlg1131.tlg001,Anonymus Ad Avircium Marcellum contra Cataphrygas,Ad Avircium Marcellum contra Cataphrygas
+0165-01/+0165-12,tlg0646.tlg004,Pseudo-Justinus Martyr,Epistula ad Diognetum
+0166-01/+0166-12,tlg0062.tlg053,Lucian of Samosata,Quomodo historia conscribenda sit
+0166-01/+0166-12,tlg0062.tlg064,Lucian of Samosata,Prometheus es in verbis
+0168-01/+0176-12,tlg1329.tlg001,Dionysius Corinthius,Fragmenta
+0169-01/+0175-12,tlg0057.tlg008,Galen,De elementis ex Hippocrate
+0169-01/+0175-12,tlg0057.tlg010,Galen,De naturalibus facultatibus
+0169-01/+0175-12,tlg0057.tlg020,Galen,De utilitate respirationis
+0169-01/+0175-12,tlg0057.tlg021,Galen,De semine
+0169-01/+0175-12,tlg0057.tlg024,Galen,De optima corporis nostri constitutione
+0169-01/+0175-12,tlg0057.tlg025,Galen,De bono habitu
+0169-01/+0175-12,tlg0057.tlg032,Galen,De placitis Hippocratis et Platonis
+0169-01/+0175-12,tlg0057.tlg058,Galen,De pulsibus ad tirones
+0169-01/+0175-12,tlg0057.tlg059,Galen,De differentiis pulsuum
+0169-01/+0175-12,tlg0057.tlg060,Galen,De dignoscendis pulsibus
+0169-01/+0175-12,tlg0057.tlg061,Galen,De causis pulsuum
+0169-01/+0175-12,tlg0057.tlg062,Galen,De praesagitione ex pulsibus
+0169-01/+0175-12,tlg0057.tlg063,Galen,Synopsis librorum suorum de pulsibus
+0169-01/+0175-12,tlg0057.tlg066,Galen,De methodo medendi
+0169-01/+0175-12,tlg0057.tlg067,Galen,Ad Glauconem de methodo medendi
+0169-01/+0175-12,tlg0057.tlg076,Galen,De compositione medicamentorum secundum locos libri X
+0169-01/+0176-12,tlg0057.tlg009,Galen,De temperamentis
+0169-01/+0175-12,tlg0057.tlg033,Galen,Thrasybulus sive utrum medicinae sit an gymnasticae hygieine
+0170-01/+0215-12,tlg0638.tlg001,Philostratus the Athenian,Life of Apollonius of Tyana
+0170-01/+0215-12,tlg0638.tlg003,Philostratus the Athenian,Lives of the Sophists
+0170-01/+0215-12,tlg0638.tlg004,Philostratus the Athenian,Heroicus
+0170-01/+0215-12,tlg0638.tlg005,Philostratus the Athenian,Nero
+0170-01/+0215-12,tlg0638.tlg006,Philostratus the Athenian,Epistulae et dialexeis
